Receptor,Smiles,Ligand_ID,Action,Database,Ki
D2R,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,CHEMBL1083390,Modulator,ChEMBL,997.0
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c1O,CHEMBL4858824,Antagonist,ChEMBL,205.0
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCc2c(C)nc3n(c2=O)CCCC3)c1O,CHEMBL4876353,Antagonist,ChEMBL,74.4
D2R,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN(CCCCNC(=O)c3cc4ccccc4o3)C2)c1O,CHEMBL4869151,Antagonist,ChEMBL,1760.0
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4[nH]3)CN2CC)c1O,CHEMBL4853568,Antagonist,ChEMBL,1.86
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2CC)c1O,CHEMBL4846561,Antagonist,ChEMBL,0.947
D2R,COc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1.O=C(O)C(=O)O,CHEMBL5189614,Antagonist,ChEMBL,81.28
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2cccc([N+](=O)[O-])c2)CC1,CHEMBL5176100,Antagonist,ChEMBL,2511.89
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,CHEMBL5175054,Antagonist,ChEMBL,954.99
D2R,O=S(=O)(c1cccc(Cl)c1)n1cnc2c(N3CCNCC3)nccc21,CHEMBL4777550,Modulator,ChEMBL,456.0
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CC4(CCCC4)CC3=O)CC2)CCc2ccc(Cl)cc21,CHEMBL4753808,Modulator,ChEMBL,12.1
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)[C@@H]3CCCO3)CC2)CCc2ccc(Cl)cc21,CHEMBL4745809,Modulator,ChEMBL,20.6
D2R,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5073337,Modulator,ChEMBL,112.2
D2R,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1,CHEMBL4879054,Antagonist,ChEMBL,14.1
D2R,CN1CCN(Cc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,CHEMBL4865907,Antagonist,ChEMBL,1.7
D2R,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CHEMBL5190788,Antagonist,ChEMBL,10.0
D2R,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,CHEMBL5173624,Antagonist,ChEMBL,5500.0
D2R,COc1ccccc1N1CCN(CCCNC(=O)c2cnccn2)CC1,CHEMBL5202003,Antagonist,ChEMBL,860.0
D2R,N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,CHEMBL160626,Modulator,ChEMBL,44000.0
D2R,O=C1COc2cc(CN3CCN(c4ccc(Cl)cc4)CC3)ccc2N1,CHEMBL346389,Modulator,ChEMBL,413.0
D2R,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4F)CC3)noc2c1,CHEMBL4859348,Antagonist,ChEMBL,10.3
D2R,Cc1ccc(N2CCN(CCCN3C(=O)CCc4ccccc43)CC2)cc1.O=C(O)C(=O)O,CHEMBL5171439,Antagonist,ChEMBL,5128.61
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2Cl)CC1,CHEMBL5172201,Antagonist,ChEMBL,138.04
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL5177462,Antagonist,ChEMBL,54.95
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,CHEMBL5175009,Antagonist,ChEMBL,23988.33
D2R,C[C@H]1C[C@H](NS(=O)(=O)c2csc3ccccc23)CN1CCCc1noc2cc(F)ccc12,CHEMBL5087742,Modulator,ChEMBL,53.7
D2R,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5085390,Modulator,ChEMBL,154.88
D2R,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccn12,CHEMBL5199228,Modulator,ChEMBL,9.0
D2R,O=c1n(CC2CCC(CN3CCN(c4cccc(Cl)c4)CC3)CC2)nc2ccccn12,CHEMBL5190996,Modulator,ChEMBL,559.0
D2R,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc(-c2ccccc2)cc1,CHEMBL4854126,Modulator,ChEMBL,1025.0
D2R,O=C1c2ccccc2/C=C\c2ccccc2N1CCCN1CCOCC1,CHEMBL4778076,Modulator,ChEMBL,19100.0
D2R,COc1cc(C(=O)NCCCCN2CCO[C@@H]3c4ccccc4OC[C@H]32)cc(OC)c1OC,CHEMBL4863032,Modulator,ChEMBL,708.0
D2R,COc1cc2c(cc1OC)CN(Cc1ccccc1CNC(=O)c1cccc(C#N)c1)CC2,CHEMBL4846574,Antagonist,ChEMBL,46.0
D2R,N#Cc1cccc(C(=O)NCc2ccccc2CN2CCc3cc(O)c(O)cc3C2)c1,CHEMBL4849499,Antagonist,ChEMBL,900.0
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,CHEMBL4748107,Antagonist,ChEMBL,102.33
D2R,COc1ccc2cc(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)ccc2c1,CHEMBL4744007,Antagonist,ChEMBL,3.09
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12,CHEMBL4776225,Antagonist,ChEMBL,32.36
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1,CHEMBL4763085,Antagonist,ChEMBL,14.13
D2R,Cc1ccc2sc(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)cc2c1,CHEMBL4748379,Antagonist,ChEMBL,1.738
D2R,Cc1ccc2sc(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cc2c1,CHEMBL4784414,Antagonist,ChEMBL,23.99
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1,CHEMBL4796647,Antagonist,ChEMBL,323.59
D2R,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,CHEMBL4795995,Antagonist,ChEMBL,0.4467
D2R,CC(=O)N(C)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4792709,Modulator,ChEMBL,20.6
D2R,CC(=O)Nc1ccc(OCC(O)CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4799934,Modulator,ChEMBL,119.2
D2R,CC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4846146,Antagonist,ChEMBL,375.0
D2R,CN1CCN(c2nc(N)nc(CCCOc3ccc(Cl)c(Cl)c3)n2)CC1,CHEMBL4868911,Antagonist,ChEMBL,356.0
D2R,COc1ccccc1N1CCN(CCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1,CHEMBL4860754,Modulator,ChEMBL,20.0
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccn2)CC1,CHEMBL4853700,Modulator,ChEMBL,92.0
D2R,COc1ccccc1C(=O)NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21,CHEMBL4849734,Modulator,ChEMBL,863.0
D2R,COc1ccc(C(=O)NCCCCN2CCO[C@@H]3c4cc(OC)ccc4OC[C@H]32)cc1,CHEMBL4864112,Modulator,ChEMBL,697.0
D2R,CCCN(CCCCc1cn(CCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1,CHEMBL4790018,Agonist,ChEMBL,73.0
D2R,CCCN(CCCCNC(=O)c1ccc(-c2ccc(OCc3cn(CCOCCOCCOCCOCCn4cc(COc5ccc(-c6ccc(C(=O)NCCCCN(CCC)C7Cc8ccccc8C7)cc6)cc5)nn4)nn3)cc2)cc1)C1Cc2ccccc2C1,CHEMBL4792999,Agonist,ChEMBL,250.0
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCc3nc4ccccc4o3)CC2)cc1,CHEMBL5179879,Antagonist,ChEMBL,1698.24
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCc3nc4ccccc4s3)CC2)cc1,CHEMBL5200816,Antagonist,ChEMBL,1778.28
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2)CC1,CHEMBL5204418,Antagonist,ChEMBL,758.58
D2R,CN(C)CCC(C(=O)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,CHEMBL5093200,Agonist,ChEMBL,42.7
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c1OCc1ccccc1,CHEMBL4868275,Antagonist,ChEMBL,2590.0
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCO)CN2)c1O,CHEMBL4847432,Antagonist,ChEMBL,1.9
D2R,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,CHEMBL3354065,Antagonist,ChEMBL,676.08
D2R,COc1ccccc1N1CCN(CCCOc2ccc(NC(C)=O)cc2)CC1,CHEMBL4789422,Modulator,ChEMBL,467.3
D2R,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,CHEMBL4784373,Modulator,ChEMBL,2.1
D2R,C#CCCCCN(CCC)C1Cc2ccccc2C1,CHEMBL4781480,Agonist,ChEMBL,189.0
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,CHEMBL4741142,Antagonist,ChEMBL,100.0
D2R,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,CHEMBL4764006,Antagonist,ChEMBL,1.23
D2R,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,CHEMBL4764468,Antagonist,ChEMBL,16.22
D2R,Cn1ccc2c(S(=O)(=O)N[C@H]3CCN(CCCc4noc5ccccc45)C3)cccc21,CHEMBL4749824,Antagonist,ChEMBL,38.02
D2R,Cc1cccc(N2CCN(CCCN3C(=O)CCc4ccccc43)CC2)c1.O=C(O)C(=O)O,CHEMBL5170580,Antagonist,ChEMBL,1445.44
D2R,COc1ccc(N2CCN(CCCN3C(=O)CCc4ccccc43)CC2)cc1.O=C(O)C(=O)O,CHEMBL5178868,Antagonist,ChEMBL,20892.96
D2R,O=C(c1ccccc1)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL4744824,Antagonist,ChEMBL,2900.0
D2R,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(Cl)ccc1N2,CHEMBL4756254,Antagonist,ChEMBL,98.0
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccccn2)CC1,CHEMBL5196873,Antagonist,ChEMBL,2754.23
D2R,CC(C)c1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1cccc(Cl)c1,CHEMBL4742804,Modulator,ChEMBL,1332.0
D2R,Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,CHEMBL2387229,Antagonist,ChEMBL,2.6
D2R,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)c(Cl)c4)CC3)noc2c1,CHEMBL4863980,Antagonist,ChEMBL,5.4
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL238915,Modulator,ChEMBL,177.0
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCn3ccc4ccccc43)CC2)cc1,CHEMBL5205590,Antagonist,ChEMBL,724.44
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCc3nc4ccccc4[nH]3)CC2)cc1,CHEMBL5203856,Antagonist,ChEMBL,6165.95
D2R,Cc1ccc(C(C)C)c(OCc2nc(N)nc(N3CCN(C)CC3)n2)c1,CHEMBL4520796,Antagonist,ChEMBL,1090.0
D2R,Nc1nc(NCCCCN2CCN(c3ccccc3)CC2)nc(NCCc2c[nH]c3ccccc23)n1,CHEMBL5189648,Antagonist,ChEMBL,52.0
D2R,Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2,CHEMBL4745124,Antagonist,ChEMBL,63.0
D2R,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)c(Cl)c1,CHEMBL5080955,Modulator,ChEMBL,134.9
D2R,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(C(F)(F)F)c1,CHEMBL5082267,Modulator,ChEMBL,302.0
D2R,Nc1nc(N)nc(NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,CHEMBL5191557,Antagonist,ChEMBL,8.0
D2R,O=C(NCCCCN1CCO[C@H]2c3cc(O)ccc3OC[C@@H]21)c1cc2ccccc2[nH]1,CHEMBL4778398,Modulator,ChEMBL,5880.0
D2R,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2,CHEMBL5088622,Antagonist,ChEMBL,1246.0
D2R,CN1CCN(c2ccc3ccn(S(=O)(=O)c4ccccc4)c3c2)CC1,CHEMBL4759208,Modulator,ChEMBL,241.0
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)[C@@H]4[C@H](C3=O)[C@@H]3C=C[C@H]4C3)CC2)CCc2ccc(Cl)cc21,CHEMBL4788140,Modulator,ChEMBL,43.7
D2R,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,CHEMBL4085780,Antagonist,ChEMBL,1096.48
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCN3CCCc4ccccc43)CC2)cc1,CHEMBL5169993,Antagonist,ChEMBL,707.95
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCCN1CCN(c2ccccc2)CC1,CHEMBL5199358,Antagonist,ChEMBL,1122.02
D2R,CCc1ccc2c(c1)C(C1=CCN(C)CC1)=Nc1cc(C)ccc1N2,CHEMBL4868181,Antagonist,ChEMBL,274.0
D2R,O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1c(F)cccc1F,CHEMBL3883955,Antagonist,ChEMBL,5.0
D2R,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1,CHEMBL4867978,Antagonist,ChEMBL,10.5
D2R,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccc(Cl)cc2)CC1,CHEMBL5196870,Antagonist,ChEMBL,5495.41
D2R,CC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4860006,Antagonist,ChEMBL,157.0
D2R,Cc1ccc(CN2CCN(C3CCc4cccc5c4N(CC5)C3=O)CC2)cc1,CHEMBL351963,Modulator,ChEMBL,209.0
D2R,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccc(F)cc3s2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5076846,Modulator,ChEMBL,53.7
D2R,CN(C)C(=O)C(CCN1CCc2ccc(C#N)cc2C1)(c1ccccc1)c1ccccc1,CHEMBL5084145,Agonist,ChEMBL,2270.0
D2R,O=C(O)C(=O)O.c1ccc(N2CCN(CCCn3cnc4ccccc43)CC2)cc1,CHEMBL5207313,Antagonist,ChEMBL,12022.64
D2R,C[C@H]1C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CN1CCCc1noc2cc(F)ccc12,CHEMBL5088232,Modulator,ChEMBL,46.77
D2R,COc1cc(CN2CCCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL4870307,Antagonist,ChEMBL,9.5
D2R,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc([N+](=O)[O-])cc1,CHEMBL4869122,Modulator,ChEMBL,962.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccc4ccccc34)[C@@H]1CO2,CHEMBL4877715,Modulator,ChEMBL,861.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cc(OC)c(OC)c(OC)c3)[C@@H]1CO2,CHEMBL4855879,Modulator,ChEMBL,962.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc([N+](=O)[O-])cc3)[C@@H]1CO2,CHEMBL4864813,Modulator,ChEMBL,589.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccs3)[C@@H]1CO2,CHEMBL4852472,Modulator,ChEMBL,803.0
D2R,CCCC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4858771,Antagonist,ChEMBL,229.0
D2R,CC(Oc1cccc(Cl)c1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4855393,Antagonist,ChEMBL,432.0
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccc2)CC1,CHEMBL4872713,Modulator,ChEMBL,165.0
D2R,N#CC(CCNCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,CHEMBL5073904,Agonist,ChEMBL,903.0
D2R,CN(C)C(=O)C(CCNCCCCN1CCc2ccc(C#N)cc2C1)(c1ccccc1)c1ccccc1,CHEMBL5090215,Agonist,ChEMBL,1240.0
D2R,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3c2OCCO3)CC1,CHEMBL4756322,Agonist,ChEMBL,912.01
D2R,CC1(C)Cc2cccc(OCCNCC3(F)CCN(C(=O)c4ccc(F)c(Cl)c4)CC3)c2O1,CHEMBL4790600,Agonist,ChEMBL,28.84
D2R,COc1cc(CN2CCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL4877940,Antagonist,ChEMBL,6.2
D2R,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4Cl)CC3)noc2c1,CHEMBL4853342,Antagonist,ChEMBL,2.5
D2R,COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,CHEMBL4751777,Agonist,ChEMBL,676.08
D2R,O=C(NCCCCN1CC[C@]2(c3cccc(O)c3)CCC[C@H]1[C@H]2O)c1cc2ccccc2[nH]1,CHEMBL5072449,Agonist,ChEMBL,1310.0
D2R,O=S(=O)(c1cccc(Cl)c1)n1c(-c2ccccc2)nc2c(N3CCNCC3)nccc21,CHEMBL4799851,Modulator,ChEMBL,742.0
D2R,C#CCOc1ccc(-c2ccc(C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)cc2)cc1,CHEMBL4794870,Agonist,ChEMBL,970.0
D2R,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,CHEMBL20734,Antagonist,ChEMBL,2.61
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)Nc3ccccc3)CC2)CCc2ccc(Cl)cc21,CHEMBL4759975,Modulator,ChEMBL,2.8
D2R,Cc1cccc(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)c1,CHEMBL4750664,Antagonist,ChEMBL,31.62
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)c3ccccc3)CC2)CCc2ccc(Cl)cc21,CHEMBL4755563,Modulator,ChEMBL,188.7
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N3CCOCC3)CC2)CCc2ccc(Cl)cc21,CHEMBL4741702,Modulator,ChEMBL,2.9
D2R,CCN(CC)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1,CHEMBL4743651,Modulator,ChEMBL,91.1
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)[C@@H]4[C@@H]5CC[C@@H](C5)[C@@H]4C3=O)CC2)CCc2ccc(Cl)cc21,CHEMBL4784751,Modulator,ChEMBL,31.6
D2R,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)C3CCCCC3)CC2)CCc2ccc(Cl)cc21,CHEMBL4762918,Modulator,ChEMBL,99.3
D2R,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1cccc(Cl)c1,CHEMBL4878577,Modulator,ChEMBL,663.0
D2R,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)C1CCCCC1,CHEMBL4869668,Modulator,ChEMBL,728.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc(Br)cc3)[C@@H]1CO2,CHEMBL4853503,Modulator,ChEMBL,958.0
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccc4ccccc4c3)[C@@H]1CO2,CHEMBL4864969,Modulator,ChEMBL,642.0
D2R,CCCCC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4849077,Antagonist,ChEMBL,270.0
D2R,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CCCc1ccccc1,CHEMBL4846201,Agonist,ChEMBL,588.84
D2R,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1,CHEMBL4775997,Antagonist,ChEMBL,56.23
D2R,O=C(c1ccc(F)cc1)N1CCC(NCC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL4777080,Antagonist,ChEMBL,156000.0
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCNC(=O)c2cc3ccccc3o2)c1O,CHEMBL4853938,Antagonist,ChEMBL,27.6
D2R,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCN(CC)C2)c1O,CHEMBL4871669,Antagonist,ChEMBL,38.2
D2R,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,CHEMBL845,Antagonist,ChEMBL,489.0
D2R,CCCCCNC(=O)/N=C(\N)NCCCc1sc(N)nc1C,CHEMBL4860528,Agonist,ChEMBL,446.68
D2R,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NC(C)c1ccco1,CHEMBL4846380,Agonist,ChEMBL,1698.24
D2R,N/C(=N\C(=O)NCc1ccccc1)NC1CCc2nc(N)sc2C1,CHEMBL4878215,Agonist,ChEMBL,549.54
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCNC(=O)c2cc3ccccc3[nH]2)c1O,CHEMBL4871811,Antagonist,ChEMBL,173.0
D2R,CCCN1CCC(CNC(=O)c2c(O)c(CC)cc(Cl)c2OC)C1,CHEMBL4858961,Antagonist,ChEMBL,66.4
D2R,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccnc3)[C@@H]1CO2,CHEMBL4862790,Modulator,ChEMBL,744.0
D2R,OC1c2ccc(F)cc2CC1CCN1CCN(c2ccccn2)CC1,CHEMBL4866053,Modulator,ChEMBL,510.0
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL238916,Modulator,ChEMBL,113.0
D2R,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3S2(=O)=O)CC1,CHEMBL238917,Modulator,ChEMBL,360.0
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc3ccccc23)CC1,CHEMBL4866981,Modulator,ChEMBL,20.0
D2R,CCC(Oc1ccc(Cl)c(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4857676,Antagonist,ChEMBL,580.0
D2R,Cc1ccc2c(c1)N=C(C1=CCN(C)CC1)c1cc(C)ccc1N2,CHEMBL4865663,Antagonist,ChEMBL,694.0
D2R,COc1ccc2c(c1)C(C1=CCN(C)CC1)=Nc1cc(C)ccc1N2,CHEMBL4855524,Antagonist,ChEMBL,329.0
D2R,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C,CHEMBL4779001,Antagonist,ChEMBL,479.0
D2R,Cc1ccc2c(c1)N=C(C1=C[C@H](C)N(C)CC1)c1cc(F)ccc1N2,CHEMBL4776090,Antagonist,ChEMBL,453.0
D2R,COc1cccc(C(=O)NCc2ccccc2CN2CCc3cc(OC)c(O)cc3C2)c1,CHEMBL4867331,Antagonist,ChEMBL,140.0
D2R,CN1CCN(CCCN2C(=O)c3ccccc3/C=C\c3ccccc32)CC1,CHEMBL4796968,Modulator,ChEMBL,7500.0
D2R,CCCCCCNC(=O)/N=C(\N)NCCCc1sc(N)nc1C,CHEMBL4853668,Agonist,ChEMBL,562.34
D2R,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(I)c(OC)c1)CC2,CHEMBL4855891,Antagonist,ChEMBL,27.0
D2R,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ncccn2)CC1,CHEMBL4470487,Modulator,ChEMBL,51.0
D2R,O=C(CCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL4289498,Antagonist,ChEMBL,2.9
D2R,CCCC(Oc1cccc(Cl)c1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,CHEMBL4869411,Antagonist,ChEMBL,495.0
D2R,CN1CCCCC1CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21.Cl,CHEMBL4791959,Modulator,ChEMBL,688.0
D2R,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NC(C)c1cccc(F)c1,CHEMBL4875600,Agonist,ChEMBL,316.23
D2R,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)C1CCCCC1,CHEMBL4846638,Agonist,ChEMBL,263.03
D2R,Cc1nc(N)sc1CCCN/C(N)=N/C(=S)N[C@H](C)c1ccccc1,CHEMBL4853772,Agonist,ChEMBL,1174.9
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4[nH]3)CN2)c1O,CHEMBL4860478,Antagonist,ChEMBL,2.54
D2R,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1Cl)CC2,CHEMBL4863748,Antagonist,ChEMBL,190.0
D2R,Cc1c(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,CHEMBL4790020,Antagonist,ChEMBL,38.9
D2R,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCc3ccccc3)CN2)c1O,CHEMBL4868595,Antagonist,ChEMBL,7.42
