Receptor,Ligand,Action,Smiles
D1R,CHEMBL155596,Agonist,CCCN(CCC)[C@H]1CCc2c(ccc(O)c2O)C1
D1R,CHEMBL5201983,Modulator,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCNC(C)(C)C3)c3cc(Cl)ccc32)c([2H])c1[2H]
D1R,CHEMBL5187937,Modulator,CNS(=O)(=O)c1ccc(-c2ccccc2OCF)cc1
D1R,CHEMBL5306038,Antagonist,CCn1c(CNC(=O)c2ncc(C)nc2N)[n+](CC)c2ccc(C(=O)N(C)CN(C)C)cc21.[Cl-]
D1R,CHEMBL5289958,Modulator,Fc1ccc(CN2CCCC3(CCN(Cc4cc5ccc(Cl)cc5[nH]4)C3)C2)cc1F
D1R,CHEMBL4635134,Antagonist,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O
D1R,CHEMBL4755229,Antagonist,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(C(=O)N(C)C)CC4)ncc3Cl)cc(OC)c2n(C)c1=O
D1R,CHEMBL5303444,Antagonist,C[C@@H]1C[C@H](C)CN(c2ncc(Cl)c(Nc3ccc4c(c3)cc(OC(C)(C)C(=O)O)c(=O)n4C)n2)C1
D1R,CHEMBL4639128,Antagonist,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1
D1R,CHEMBL5303508,Antagonist,CCn1c(CNC(=O)c2nc(Cl)cnc2N)[n+](CC)c2ccc(C(=O)N(C)CCN(C)C)cc21.[Cl-]
D1R,CHEMBL4640049,Antagonist,CNC(=O)COc1cc2cc(Nc3nc(N4C[C@H](C)C[C@H](C)C4)ncc3Cl)ccc2n(C)c1=O
D2R,CHEMBL4570411,Modulator,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccccn2)CC1
D2R,CHEMBL4793296,Modulator,O=C(CCCN1CCN(c2cccnc2)CC1)c1ccc(F)cc1.O=C(O)C(=O)O
D2R,CHEMBL4573441,Modulator,O=C(CCCN1CCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1
D2R,CHEMBL4848815,Agonist,CCC(CNC(=O)/N=C(\N)NCCCc1sc(N)nc1C)c1ccccc1
D2R,CHEMBL4853107,Agonist,Cc1ccc(CC(C)CNC(=O)/N=C(\N)NCCCc2sc(N)nc2C)cc1
D2R,CHEMBL4859988,Modulator,CC(=O)Nc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
D2R,CHEMBL249420,Agonist,CCCN[C@@H]1CCc2nc(N)sc2C1
D2R,CHEMBL394110,Modulator,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ccccc2)CC1
D2R,CHEMBL4565558,Modulator,COc1ccccc1N1CCN(CCCCCCN2C(=O)c3ccccc3S2(=O)=O)CC1
D2R,CHEMBL4751911,Antagonist,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1
D2R,CHEMBL4753512,Antagonist,COc1ccccc1N1CCN(CCCN(CC2CC2)C(=O)c2ccccc2)CC1
D2R,CHEMBL4790303,Antagonist,O=C(CN1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1)N(c1ccccc1)C1CCCCC1
D2R,CHEMBL3306803,Agonist,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
D2R,CHEMBL4790699,Modulator,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1F
D2R,CHEMBL4865434,Antagonist,CCCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC
D2R,CHEMBL4850300,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2)c1O
D2R,CHEMBL4762416,Modulator,Fc1ccc(CCCCN2CCN(c3ccncc3)CC2)cc1.O=C(O)C(=O)O
D2R,CHEMBL4860528,Agonist,CCCCCNC(=O)/N=C(\N)NCCCc1sc(N)nc1C
D2R,CHEMBL4758774,Antagonist,[O-][S+](CCNC1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1
D2R,CHEMBL4636778,Antagonist,CC(O)CN1[C@H](C)CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@@H]1C
D2R,CHEMBL4794406,Antagonist,Fc1ccc(CN2CCC(NCCSC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
D2R,CHEMBL4755336,Agonist,CCCN(CCCCc1cn(CCOCCOCCOCCOCCOCCn2cc(CCCCN(CCC)C3Cc4ccccc4C3)nn2)nn1)C1Cc2ccccc2C1
D2R,CHEMBL4748201,Agonist,CCCN(CCCCNC(=O)c1ccc(-c2ccc(OCc3cn(CCOCCOCCOCCn4cc(COc5ccc(-c6ccc(C(=O)NCCCCN(CCC)C7Cc8ccccc8C7)cc6)cc5)nn4)nn3)cc2)cc1)C1Cc2ccccc2C1
D2R,CHEMBL4860626,Modulator,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1
D2R,CHEMBL4874914,Modulator,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
D2R,CHEMBL4777055,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3nsc4ccccc34)CC2)cc1
D2R,CHEMBL4764692,Modulator,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc4ccsc34)CC2)cc1
D2R,CHEMBL1940418,Modulator,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
D2R,CHEMBL479,Modulator,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
D2R,CHEMBL4853957,Antagonist,CCN1CC=C(C2=Nc3cc(Cl)ccc3Nc3ccc(F)cc32)CC1
D2R,CHEMBL4856628,Antagonist,Cc1ccc2c(c1)N=C(C1=CCNCC1)c1cc(F)ccc1N2
D2R,CHEMBL4878501,Modulator,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc2ccccc2c1
D2R,CHEMBL4854351,Modulator,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cc4ccccc4[nH]3)[C@@H]1CO2
D2R,CHEMBL4789472,Modulator,O=C(CCCN1C2CCC1CN(c1ccc(Cl)cn1)C2)c1ccc(F)cc1
D2R,CHEMBL4558031,Modulator,O=C1c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cn2)CC1
D2R,CHEMBL4746800,Modulator,CN(C)CCN1C(=O)c2ccccc2/C=C\c2ccccc21
D2R,CHEMBL4756446,Modulator,CN(C)CCCN1C(=O)c2ccccc2/C=C\c2ccccc21
D2R,CHEMBL4861311,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCCCC5)cc4)CC3)noc2c1
D2R,CHEMBL4876719,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)c(F)c4)CC3)noc2c1
D2R,CHEMBL5272162,Modulator,OCc1[nH]c2ccccc2c1CN1CCN(c2ccccc2)CC1
D2R,CHEMBL81330,Modulator,Fc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1
D2R,CHEMBL4780470,Antagonist,Cc1c(S(=O)(=O)N[C@@H]2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12
D2R,CHEMBL4781480,Agonist,C#CCCCCN(CCC)C1Cc2ccccc2C1
D2R,CHEMBL4853993,Modulator,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccc(Cl)c3)[C@@H]1CO2
D2R,CHEMBL4760903,Antagonist,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
D2R,CHEMBL4758966,Antagonist,CCOc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2
D2R,CHEMBL4758723,Antagonist,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(F)cc32)CCN1C
D2R,CHEMBL4742056,Antagonist,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(C#N)cc32)CCN1C
D2R,CHEMBL4282264,Antagonist,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O
D2R,CHEMBL4747208,Antagonist,N#Cc1ccc(S(=O)(=O)N(CCCN2CCC(c3noc4cc(F)ccc34)CC2)C2COC2)cc1
D2R,CHEMBL7927,Modulator,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1
D2R,CHEMBL4854456,Modulator,O=C1c2cc(Cl)c(Cl)cc2CC1CCN1CCN(c2ccccn2)CC1
D2R,CHEMBL4865765,Agonist,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CCc1ccccc1
D2R,CHEMBL4875600,Agonist,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NC(C)c1cccc(F)c1
D2R,CHEMBL4857560,Agonist,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CC1CCCCC1
D2R,CHEMBL4875081,Agonist,COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4848907,Modulator,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccco1
D2R,CHEMBL4848710,Modulator,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3ccccc3)[C@@H]1CO2
D2R,CHEMBL4741908,Antagonist,O=C1COc2ccccc2N1CCCCN1CCN(c2cccc3sccc23)CC1
D2R,CHEMBL3931765,Antagonist,CC(O)CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
D2R,CHEMBL3918282,Antagonist,[O-][S+](CCN1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1
D2R,CHEMBL4765081,Antagonist,CC(C)(C)C(=O)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
D2R,CHEMBL4756814,Modulator,CCc1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1cccc(Cl)c1
D2R,CHEMBL4474014,Modulator,Fc1ccc2c(c1)CC(CCN1CCCN(c3ccccn3)CC1)C2
D2R,CHEMBL4800575,Agonist,COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1
D2R,CHEMBL4779739,Antagonist,Cc1cccc(S(=O)(=O)N[C@H]2CCN(CCCc3noc4ccccc34)C2)c1
D2R,CHEMBL596802,Modulator,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1
D2R,CHEMBL4752414,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)c4ccccc4C3=O)CC2)CCc2ccc(Cl)cc21
D2R,CHEMBL4798625,Modulator,CC1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21
D2R,CHEMBL4759817,Antagonist,O=S(=O)(c1ccc(Cl)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
D2R,CHEMBL4787495,Antagonist,O=S(=O)(c1ccc(F)cc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
D2R,CHEMBL4754651,Antagonist,CCCN(CCCN1CCN(c2ccccn2)CC1)C(=O)c1ccccc1
D2R,CHEMBL4862890,Agonist,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4864369,Agonist,COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)CC1
D2R,CHEMBL4871833,Agonist,O=C1CCc2ccc(OCCCCNCC3CC3c3cccc(Cl)c3Cl)cc2N1
D2R,CHEMBL4863636,Agonist,O=C1CCc2ccc(OCCCCNCC3CC3c3cccc4ccccc34)cc2N1
D2R,CHEMBL4862439,Agonist,COc1ccc(F)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4863992,Agonist,COc1ccccc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4871774,Agonist,COc1ccccc1C1CC1CNCCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4749144,Antagonist,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
D2R,CHEMBL4800286,Antagonist,O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1COC1
D2R,CHEMBL4754138,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12
D2R,CHEMBL4751063,Antagonist,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1
D2R,CHEMBL4876116,Agonist,COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4862301,Agonist,COc1ccccc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4848451,Agonist,O=c1ccc2ccc(OCCCCNCC3CC3c3cccc4ccccc34)cc2[nH]1
D2R,CHEMBL4857759,Agonist,COc1ccc(Cl)cc1C1CC1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4865118,Agonist,CCN(CCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC
D2R,CHEMBL4875079,Modulator,CC(=O)Nc1ccc(C(=O)CCCN2CCN(c3ccccn3)CC2)cc1.O=C(O)C(=O)O
D2R,CHEMBL4876297,Modulator,O=C1c2cc(Cl)ccc2CC1CCN1CCN(c2ccccn2)CC1
D2R,CHEMBL5289063,Agonist,O=c1ccc2c(N3CCCN(CCCCOc4ccc5ccnn5c4)CC3)ccc(O)c2[nH]1
D2R,CHEMBL5272965,Agonist,CC1Cc2ccccc2N1C(=O)NCCCCN(C)[C@H]1Cc2cccc3[nH]c(=O)n(c23)C1
D2R,CHEMBL5283891,Agonist,O=C1NCCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1C(=O)NCc1ccccc1
D2R,CHEMBL5282604,Agonist,CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21
D2R,CHEMBL5266395,Agonist,O=C(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)N1C=CN(Cc2ccccc2)C(=O)C1
D2R,CHEMBL5266134,Agonist,CCCN(CCc1cc(O)c(CCN(CCC)[C@H]2CCc3nc(N)sc3C2)cc1O)[C@H]1CCc2nc(N)sc2C1
D2R,CHEMBL332794,Antagonist,CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
D2R,CHEMBL4852524,Agonist,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4863832,Agonist,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4877827,Agonist,CSc1ccccc1C1CC1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4874021,Agonist,COc1ccc(F)cc1C1CC1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4862770,Agonist,COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4859567,Agonist,O=c1ccc2ccc(OCCCCNCC3CC3c3cccc4c3OCCO4)cc2[nH]1
D2R,CHEMBL4846472,Agonist,COc1ccc(Cl)cc1C1CC1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4871762,Agonist,COc1ccccc1C1CC1CNC/C=C/COc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4854391,Agonist,O=C1CCc2ccc(OCCCCNCC3CC3c3cccc4c3OCCO4)cc2N1
D2R,CHEMBL5283620,Agonist,CCCN(CCc1ccc(CCN(CCC)[C@H]2CCc3c(O)cccc3C2)cc1)[C@@H]1CCc2cc(O)c(O)cc2C1
D2R,CHEMBL715,Antagonist,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
D2R,CHEMBL298406,Antagonist,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21
D2R,CHEMBL4748915,Antagonist,CN1CC=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
D2R,CHEMBL4743868,Agonist,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1
D2R,CHEMBL4756826,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)C3CC3)CC2)CCc2ccc(Cl)cc21
D2R,CHEMBL4777475,Antagonist,O=c1[nH]c(=O)n(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc12
D2R,CHEMBL4751542,Antagonist,Nc1ccc2c(c1)N(CCCCN1CCN(c3cccc4sccc34)CC1)S(=O)(=O)CC2
D2R,CHEMBL4759730,Modulator,CN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
D2R,CHEMBL4797066,Modulator,CN1CCCCC1CCN1c2c(Cl)cc(Cl)cc2Sc2cc(Cl)cc(Cl)c21.Cl
D2R,CHEMBL4782694,Antagonist,CN1CCC(C2=Nc3cc(Cl)ccc3Nc3ccccc32)=CC1(C)C
D2R,CHEMBL4756987,Antagonist,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1ccccc1N2
D2R,CHEMBL1814790,Antagonist,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O
D2R,CHEMBL4764679,Antagonist,CN1CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2C1=O
D2R,CHEMBL4855583,Agonist,CCN(CCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(Cl)ccc1OC
D2R,CHEMBL5270832,Agonist,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC2CCCCC2)C1
D2R,CHEMBL5269858,Agonist,O=C1NCCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C1C(=O)NC1CCCCC1
D2R,CHEMBL5266508,Agonist,CC(C)(C)NC(=O)C1C(=O)NCCN1C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1
D2R,CHEMBL5268231,Agonist,CN(CC(=O)NC1CCCCC1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1
D2R,CHEMBL4861573,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2)c1O.Cl
D2R,CHEMBL4864366,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCc2ccccc2)c1O
D2R,CHEMBL4856983,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCOCc3ccccc3)CN2)c1O
D2R,CHEMBL4861431,Antagonist,CC(Oc1ccc(Cl)c(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1
D2R,CHEMBL4066040,Antagonist,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
D2R,CHEMBL4650337,Agonist,CNC[C@@H]1OCCc2ccsc21
D2R,CHEMBL5278601,Agonist,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21)NCc1ccccc1
D2R,CHEMBL5204599,Agonist,CC(CNC(=O)/N=C(\N)NCCCc1nnc(N)s1)C1CCCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
D2R,CHEMBL5207281,Agonist,CCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
D2R,CHEMBL5183205,Agonist,CCCCCNC(=O)/N=C(\N)NCCCc1cnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
D2R,CHEMBL5201074,Agonist,C[C@@H](NC(=O)/N=C(\N)NCCCc1ncn[nH]1)c1ccccc1.Cl.Cl
D2R,CHEMBL458088,Agonist,CCCN(CCN1CCN(c2ccccc2)CC1)[C@H]1CCc2ccc(O)cc2C1
D2R,CHEMBL4846823,Modulator,CC1(CCCN2CCN(c3ccccn3)CC2)Cc2cc(Cl)ccc2C1=O
D2R,CHEMBL340211,Modulator,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
D2R,CHEMBL4777098,Antagonist,CN1CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc2C1=O
D2R,CHEMBL5202054,Modulator,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
D2R,CHEMBL5266559,Agonist,Oc1cc(CN2CCN(c3ccccn3)CC2)c(Cl)c2cccnc12
D2R,CHEMBL5281830,Agonist,Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NCc1ccccc1
D2R,CHEMBL5273430,Agonist,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NCc2ccccc2)C1
D2R,CHEMBL440687,Agonist,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1
D2R,CHEMBL2207643,Modulator,COc1ccccc1N1CCN(Cc2ccc3cccccc2-3)CC1
D2R,CHEMBL317488,Modulator,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(N)=O
D2R,CHEMBL5078216,Modulator,COC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)c1ccoc1
D2R,CHEMBL5078893,Modulator,CC(C)C[C@H](NC(=O)c1ccoc1)C(=O)NCC(N)=O
D2R,CHEMBL4867962,Agonist,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)N[C@@H](C)c1ccccc1
D2R,CHEMBL4846201,Agonist,Cc1nc(N)sc1CCCN/C(N)=N/C(=O)NCC(C)CCCc1ccccc1
D2R,CHEMBL5180504,Agonist,Cc1ccc(CC(C)CNC(=O)/N=C(\N)NCCCc2nnc(N)s2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
D2R,CHEMBL4845741,Modulator,Nc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
D2R,CHEMBL4857665,Modulator,O=C1c2ccc(Cl)cc2CC1CCCCN1CCN(c2ccccn2)CC1
D2R,CHEMBL5076882,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2cccc(Cl)c2)CN1CCCc1noc2cc(F)ccc12
D2R,CHEMBL1083390,Modulator,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1
D2R,CHEMBL4858824,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c1O
D2R,CHEMBL4876353,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCc2c(C)nc3n(c2=O)CCCC3)c1O
D2R,CHEMBL4869151,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN(CCCCNC(=O)c3cc4ccccc4o3)C2)c1O
D2R,CHEMBL4853568,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4[nH]3)CN2CC)c1O
D2R,CHEMBL4846561,Antagonist,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2CC)c1O
D2R,CHEMBL5189614,Antagonist,COc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1.O=C(O)C(=O)O
D2R,CHEMBL5176100,Antagonist,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2cccc([N+](=O)[O-])c2)CC1
D2R,CHEMBL5175054,Antagonist,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1
D2R,CHEMBL4859394,Agonist,COc1ccccc1C1CC1CNCCCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4845711,Agonist,COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NC(=O)N(C)C)CC1
D2R,CHEMBL4846101,Agonist,CCCN(CCCCOc1ccc2ccc(=O)[nH]c2c1)CC1CC1c1cccc(Cl)c1Cl
D2R,CHEMBL4863920,Agonist,CN(C)C(=O)N[C@H]1CC[C@H](CCNCC2CC2c2cccc3ccccc23)CC1
D2R,CHEMBL4867794,Agonist,COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4864436,Agonist,COc1ccc(F)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4859410,Agonist,COc1ccc(Cl)cc1C1CC1CNCCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4852808,Agonist,COc1ccc(Cl)cc1C1CC1CNCCCOc1ccc2c(c1)NC(=O)CC2
D2R,CHEMBL4852835,Agonist,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL4777550,Modulator,O=S(=O)(c1cccc(Cl)c1)n1cnc2c(N3CCNCC3)nccc21
D2R,CHEMBL4753808,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CC4(CCCC4)CC3=O)CC2)CCc2ccc(Cl)cc21
D2R,CHEMBL4745809,Modulator,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)[C@@H]3CCCO3)CC2)CCc2ccc(Cl)cc21
D2R,CHEMBL4872548,Agonist,COc1ccccc1C1CC1CNCCCCOc1ccc2ccc(=O)[nH]c2c1
D2R,CHEMBL5073337,Modulator,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CN1CCCc1noc2cc(F)ccc12
D2R,CHEMBL4859722,Modulator,O=C(O)C(=O)O.O=C1CCc2cc(OCCCN3CCCN(c4ccccn4)CC3)ccc2N1
D2R,CHEMBL4879054,Antagonist,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCC5)cc4Cl)CC3)noc2c1
D2R,CHEMBL4865907,Antagonist,CN1CCN(Cc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
D2R,CHEMBL4533305,Modulator,O=C(CCCN1CCCN(c2ccccn2)CC1)c1ccc(F)cc1
D2R,CHEMBL5198795,Agonist,CC(CCCc1ccccc1)CNC(=O)/N=C(\N)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
D2R,CHEMBL5190788,Antagonist,N#Cc1cccnc1N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
D2R,CHEMBL5173624,Antagonist,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1
D2R,CHEMBL5202003,Antagonist,COc1ccccc1N1CCN(CCCNC(=O)c2cnccn2)CC1
D2R,CHEMBL5278239,Agonist,CN(CC(=O)NCc1ccccc1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1
